area,name,lat,long,status,note
北区,22-5,35.7643923,139.7139356,1,
北区,22-6,35.7650544,139.718504,1,
北区,22-7,35.764911,139.717544,1,
北区,22-8,35.7638996,139.7141126,1,
北区,23-1,35.762108,139.726574,1,
北区,23-2,35.76499,139.725716,1,
北区,23-3,35.762844,139.726096,1,
北区,23-4,35.7632702,139.7254258,1,
北区,23-5,35.766086,139.725115,1,
北区,23-6,35.763288,139.726842,1,
北区,23-7,35.7685437,139.7236629,1,
北区,23-8,35.7684223,139.7229546,1,
北区,24-1,35.763473,139.7334,1,
北区,24-2,35.76289,139.734414,1,
北区,24-3,35.7642235,139.7330489,1,
北区,24-4,35.7612662,139.7329986,1,
北区,24-5,35.764444,139.735739,1,
北区,24-6,35.7638735,139.735133,1,
北区,24-7,35.7654978,139.7340923,1,
北区,24-8,35.7595927,139.7325998,1,
北区,25-1,35.766559,139.735463,1,
北区,25-2,35.76811,139.7362716,1,
北区,25-3,35.7629592,139.7303798,1,
北区,25-4,35.7662396,139.7330565,1,
北区,25-5,35.7675154,139.7338665,1,
北区,25-6,35.7663616,139.7342204,1,
北区,25-7,35.76568,139.72966,1,
北区,25-8,35.7653371,139.7289525,1,
北区,25-9,35.7657124,139.7262331,1,
北区,26-1,35.7729594,139.7280456,1,
北区,26-2,35.773284,139.728972,1,
北区,26-3,35.772724,139.727386,1,
北区,26-4,35.7737224,139.7280712,1,
北区,26-5,35.773603,139.729836,1,
北区,26-6,35.7736944,139.7289253,1,
北区,26-7,35.7715944,139.7306954,1,
北区,26-8,35.7734981,139.7333002,1,
北区,27-1,35.777807,139.723988,1,
北区,27-2,35.77809,139.72498,1,
北区,27-3,35.772726,139.723057,1,
北区,27-4,35.776999,139.724479,1,
北区,27-5,35.776186,139.722192,1,
北区,27-6,35.772739,139.725738,1,
北区,27-7,35.7726698,139.7248261,1,
北区,27-8,35.773179,139.722659,1,
北区,28-1,35.775007,139.729099,1,
北区,28-2,35.775076,139.727225,1,
北区,28-3,35.779275,139.726298,1,
北区,28-4,35.7769986,139.7261263,1,
北区,28-5,35.775014,139.728132,1,
北区,28-6,35.7780517,139.7292593,1,
北区,28-7,35.7793947,139.7298129,1,
北区,28-8,35.7786388,139.7262254,1,
北区,29-1,35.775751,139.730856,1,
北区,29-2,35.7766741,139.7316657,1,
北区,29-3,35.77798,139.736064,1,
北区,29-4,35.775586,139.7347583,1,
北区,29-5,35.778815,139.7343663,1,
北区,29-6,35.775107,139.729986,1,
北区,29-7,35.7755551,139.7335669,1,
北区,30-1,35.783981,139.73217,1,
北区,30-2,35.7815615,139.7336766,1,
北区,30-3,35.780452,139.7345395,1,
北区,30-4,35.7822384,139.7340643,1,
北区,30-5,35.7834015,139.7310671,1,
北区,30-6,35.7834487,139.7303029,1,
北区,30-7,35.7817954,139.7343691,1,
北区,30-8,35.783534,139.73184,1,
北区,31-1,35.7782308,139.725502,1,
北区,31-2,35.779698,139.72164,1,
北区,31-3,35.781443,139.720524,1,
北区,31-4,35.7829655,139.7200844,1,
北区,31-5,35.7807638,139.7216133,1,
北区,31-6,35.778914,139.723812,1,
北区,31-7,35.781869,139.720411,1,
北区,31-8,35.779576,139.7192678,1,
北区,32-1,35.7846249,139.7260691,1,
北区,32-2,35.7843346,139.7256429,1,
北区,32-3,35.784,139.72593,1,
北区,32-4,35.785156,139.722515,1,
北区,32-5,35.7832625,139.7258141,1,
北区,32-6,35.7851338,139.7258363,1,
北区,32-7,35.786374,139.724837,1,
北区,33-1,35.7842026,139.7188099,1,
北区,33-2,35.784869,139.720535,1,
北区,33-3,35.785432,139.720924,1,
北区,33-4,35.7862318,139.7203715,1,
北区,33-5,35.7846172,139.7187785,1,
北区,33-6,35.785602,139.715234,1,
北区,33-7,35.782354,139.718539,1,
北区,33-8,35.7854459,139.7118251,1,
北区,34-1,35.7701474,139.7213719,1,
北区,34-2,35.7695578,139.7209379,1,
北区,34-3,35.7689352,139.7207519,1,
北区,34-4,35.7681997,139.7205086,1,
北区,34-5,35.7700627,139.7227319,1,
北区,34-6,35.7749806,139.7217562,1,
北区,34-7,35.7727636,139.7186764,1,
北区,34-8,35.769669,139.7189766,1,
北区,35-1,35.77391,139.717455,1,
北区,35-2,35.7747185,139.7154649,1,
北区,35-3,35.773574,139.712874,1,
北区,35-4,35.7722878,139.7108786,1,
北区,35-5,35.773004,139.713987,1,
北区,35-6,35.7705172,139.714606,1,
北区,35-7,35.7705978,139.7140722,1,
北区,35-8,35.7725951,139.7115304,1,
北区,36-1,35.770275,139.711293,1,
北区,36-2,35.766733,139.711728,1,
北区,36-3,35.767321,139.711476,1,
北区,36-4,35.7674535,139.7135838,1,
北区,36-5,35.766228,139.714018,1,
北区,36-6,35.7701258,139.7086991,1,
北区,36-7,35.766925,139.709482,1,
北区,36-8,35.766111,139.713468,1,
北区,37-1,35.7753256,139.7082443,1,
北区,37-2,35.77531,139.70938,1,
北区,37-3,35.7726724,139.7078787,1,
北区,37-4,35.770866,139.708498,1,
北区,37-5,35.770642,139.707205,1,
北区,37-6,35.7713366,139.7079389,1,
北区,37-7,35.773808,139.7075104,1,
北区,38-1,35.7756145,139.713782,1,
北区,38-2,35.7779277,139.7153936,1,
北区,38-3,35.7772614,139.7158223,1,
北区,38-4,35.7779141,139.7147555,1,
北区,38-5,35.7750748,139.7130384,1,
北区,38-6,35.7765107,139.7147631,1,
北区,38-7,35.7789085,139.7164182,1,
北区,39-1,35.7784813,139.7147876,1,
北区,39-2,35.782277,139.714712,1,
北区,39-3,35.7809595,139.7150984,1,
北区,39-4,35.781738,139.715211,1,
北区,39-5,35.780198,139.712376,1,
北区,39-6,35.7796336,139.7113382,1,
北区,39-7,35.780424,139.714291,1,
北区,40-1,35.7770076,139.7072586,1,
北区,40-2,35.7774821,139.708653,1,
北区,40-3,35.778496,139.7101126,1,
北区,40-4,35.776899,139.70772,1,
北区,40-5,35.7763152,139.706716,1,
北区,40-6,35.777917,139.70713,1,
北区,40-7,35.7786003,139.7059384,1,
北区,41-1,35.779423,139.708852,1,
北区,41-2,35.779197,139.707296,1,
北区,41-3,35.7806674,139.7082512,1,
北区,41-4,35.7836419,139.7085407,1,
北区,41-5,35.7828546,139.707183,1,
北区,41-6,35.7800494,139.7057481,1,
北区,41-7,35.7822603,139.7042433,1,
北区,41-8,35.7804635,139.7047741,1,
北区,42-1,35.7848818,139.712469,1,
北区,42-2,35.7826785,139.7132444,1,
北区,42-3,35.7841441,139.7098082,1,
北区,42-4,35.7853317,139.7052126,1,
北区,42-5,35.7829671,139.7049173,1,
北区,42-6,35.7841197,139.7063256,1,
北区,42-7,35.7833994,139.7059316,1,
北区,42-8,35.786424,139.709936,1,
北区,43-1,35.789457,139.702791,1,
北区,43-2,35.79016,139.701708,1,
北区,43-3,35.79036,139.702566,1,
北区,43-4,35.786932,139.704391,1,
北区,43-5,35.7862859,139.7009389,1,
北区,43-6,35.785698,139.700108,1,
北区,43-7,35.7852894,139.702431,1,
北区,43-8,35.789251,139.699149,1,
北区,44-1,35.79194,139.699514,1,
北区,44-2,35.7931148,139.6995676,1,
北区,44-3,35.791832,139.694817,1,
北区,44-4,35.787702,139.691362,1,
北区,44-5,35.790615,139.6917834,1,
北区,44-6,35.7915509,139.6946534,1,
北区,44-7,35.790476,139.69445,1,
北区,44-8,35.7847075,139.6929582,1,
港区,1-1,35.667648,139.748547,1,
港区,1-2,35.6631933,139.7460354,1,
港区,1-3,35.667079,139.7454743,1,
港区,1-4,35.6657752,139.7477956,1,
港区,1-5,35.6644253,139.7475917,1,
港区,1-6,35.6616447,139.7465165,1,
港区,1-7,35.6608197,139.7456853,1,
港区,2-1,35.6658522,139.7519346,1,
港区,2-2,35.6660438,139.7527147,1,
港区,2-3,35.6666046,139.7524045,1,
港区,2-4,35.6636037,139.7493465,1,
港区,2-5,35.6657283,139.7500439,1,
港区,2-6,35.6666495,139.7526854,1,
港区,2-7,35.6636514,139.7520191,1,
港区,3-1,35.6681369,139.7584941,1,
港区,3-2,35.6671043,139.7573676,1,
港区,3-3,35.6652708,139.7564863,1,
港区,3-4,35.6649858,139.7567058,1,
港区,3-5,35.6657808,139.7570394,1,
港区,4-1,35.6632202,139.754907,1,
港区,4-2,35.6609624,139.7541342,1,
港区,4-3,35.6624724,139.7495188,1,
港区,4-4,35.6580546,139.7510587,1,
港区,4-5,35.6549461,139.7503329,1,
港区,4-6,35.6597115,139.750402,1,
港区,4-7,35.6545754,139.7497348,1,
港区,5-1,35.6561984,139.7583639,1,
港区,5-2,35.6563393,139.7599684,1,
港区,5-3,35.6558606,139.7607379,1,
港区,5-4,35.6594696,139.758974,1,
港区,5-5,35.6587807,139.7571628,1,
港区,5-6,35.6533018,139.7574906,1,
港区,5-7,35.6532589,139.7544887,1,
港区,5-8,35.6536807,139.7596674,1,
港区,6-1,35.6513501,139.7552452,1,
港区,6-2,35.6471691,139.7500603,1,
港区,6-3,35.6522193,139.7587274,1,
港区,6-4,35.6479308,139.7558499,1,
港区,6-5,35.6503154,139.7594823,1,
港区,6-6,35.6501163,139.7576896,1,
港区,6-7,35.6491926,139.757992,1,
港区,6-8,35.6491883,139.7589145,1,
港区,7-1,35.6516795,139.7530939,1,
港区,7-2,35.651286,139.750402,1,
港区,7-3,35.6506773,139.7498422,1,
港区,7-4,35.6522456,139.7476604,1,
港区,7-5,35.6501721,139.7477088,1,
港区,7-6,35.6514954,139.7482235,1,
港区,7-7,35.6511698,139.7492564,1,
港区,7-8,35.6488028,139.7498866,1,
港区,8-1,35.6495211,139.7470737,1,
港区,8-2,35.6491212,139.746807,1,
港区,8-3,35.6478057,139.7479921,1,
港区,8-4,35.6479928,139.7475396,1,
港区,8-5,35.6482334,139.7487373,1,
港区,8-6,35.6485025,139.7482063,1,
港区,8-7,35.647176,139.745108,1,
港区,9-1,35.6454484,139.7538106,1,
港区,9-2,35.6427844,139.7514916,1,
港区,9-3,35.6447823,139.7500182,1,
港区,9-4,35.646815,139.7523206,1,
港区,9-5,35.6457181,139.7512592,1,
港区,9-6,35.6418017,139.7500206,1,
港区,9-7,35.6411426,139.7545357,1,
港区,9-8,35.6434586,139.7469855,1,
港区,10-1,35.6473819,139.7418132,1,
港区,10-2,35.6466371,139.7411813,1,
港区,10-3,35.6454883,139.7418928,1,
港区,10-4,35.6450154,139.7414732,1,
港区,10-5,35.6457218,139.7441337,1,
港区,10-6,35.642467,139.7411034,1,
港区,10-7,35.6423511,139.7416944,1,
港区,11-1,35.6516198,139.7422593,1,
港区,11-2,35.6538155,139.7401629,1,
港区,11-3,35.6551455,139.7379127,1,
港区,11-4,35.6520646,139.7425586,1,
港区,11-5,35.6526922,139.7400345,1,
港区,11-6,35.6503933,139.7445393,1,
港区,11-7,35.6495807,139.7389075,1,
港区,11-8,35.6511559,139.7425196,1,
港区,12-1,35.648691,139.7412412,1,
港区,12-2,35.6494293,139.7395267,1,
港区,12-3,35.6482729,139.7393624,1,
港区,12-4,35.6477063,139.7393135,1,
港区,12-5,35.645839,139.7396961,1,
港区,12-6,35.6468555,139.7390693,1,
港区,12-7,35.646833,139.7388944,1,
港区,12-8,35.6442229,139.7362759,1,
港区,13-1,35.6444938,139.7375354,1,
港区,13-2,35.6425624,139.739542,1,
港区,13-3,35.6433581,139.7409459,1,
港区,13-4,35.6435015,139.740323,1,
港区,13-5,35.6423115,139.7393176,1,
港区,13-6,35.6415636,139.7365776,1,
港区,13-7,35.6430204,139.7358991,1,
港区,14-1,35.6440708,139.7272222,1,
港区,14-2,35.6442576,139.7319079,1,
港区,14-3,35.6451074,139.733555,1,
港区,14-4,35.6461661,139.7303732,1,
港区,14-5,35.6439312,139.7294143,1,
港区,14-6,35.6446365,139.729426,1,
港区,14-7,35.6448073,139.7289909,1,
港区,14-8,35.6437809,139.7300473,1,
港区,14-9,35.6434647,139.7342412,1,
港区,15-1,35.6461221,139.7261699,1,
港区,15-2,35.6444854,139.7257425,1,
港区,15-3,35.6456261,139.7244076,1,
港区,15-4,35.6437631,139.7242526,1,
港区,15-5,35.6431829,139.7246932,1,
港区,15-6,35.643963,139.7214382,1,
港区,15-7,35.6412411,139.7194574,1,
港区,15-8,35.645737,139.723994,1,
港区,16-1,35.6367582,139.7226925,1,
港区,16-2,35.636837,139.728366,1,
港区,16-3,35.6326705,139.7294261,1,
港区,16-4,35.6329364,139.7299758,1,
港区,16-5,35.635619,139.7262931,1,
港区,16-6,35.6408657,139.7224893,1,
港区,16-7,35.637212,139.725726,1,
港区,16-8,35.6363458,139.7223702,1,
港区,17-1,35.6390221,139.7349683,1,
港区,17-2,35.6420545,139.7338975,1,
港区,17-3,35.6411797,139.7349355,1,
港区,17-4,35.6398266,139.7340561,1,
港区,17-5,35.6357808,139.7328616,1,
港区,17-6,35.6354989,139.73505,1,
港区,17-7,35.6359819,139.7340741,1,
港区,17-8,35.6354326,139.7314548,1,
港区,18-1,35.6346662,139.7372556,1,
港区,18-2,35.6342275,139.7380007,1,
港区,18-3,35.6331419,139.7370971,1,
港区,18-4,35.6374311,139.7378709,1,
港区,18-5,35.6327611,139.7362205,1,
港区,18-6,35.6334037,139.737303,1,
港区,18-7,35.6330475,139.7363377,1,
港区,19-1,35.6321747,139.7310662,1,
港区,19-2,35.6320418,139.731805,1,
港区,19-3,35.6292633,139.7353933,1,
港区,19-4,35.6298254,139.7322276,1,
港区,19-5,35.63013,139.731691,1,
港区,19-6,35.625121,139.735179,1,
港区,19-7,35.6292302,139.7370729,1,
港区,20-1,35.6254502,139.7501497,1,
港区,20-2,35.6313232,139.7489316,1,
港区,20-3,35.6296202,139.7486646,1,
港区,20-4,35.6310906,139.7502245,1,
港区,20-5,35.6292782,139.7500403,1,
港区,20-6,35.6285121,139.7499862,1,
港区,20-7,35.6286503,139.7466174,1,
港区,20-8,35.6245733,139.7465971,1,
港区,21-1,35.66438,139.7339792,1,
港区,21-2,35.6644112,139.7336342,1,
港区,21-3,35.6606873,139.7312157,1,
港区,21-4,35.6653218,139.7288104,1,
港区,21-5,35.6649929,139.7283689,1,
港区,21-6,35.6645019,139.7294256,1,
港区,21-7,35.6633826,139.7301785,1,
港区,22-1,35.6616269,139.7382719,1,
港区,22-2,35.6620744,139.7383868,1,
港区,22-3,35.6665434,139.7395293,1,
港区,22-4,35.6636783,139.738834,1,
港区,22-5,35.6610594,139.735321,1,
港区,22-6,35.660808,139.7348177,1,
港区,22-7,35.6600736,139.7367857,1,
港区,22-8,35.6650199,139.739152,1,
港区,23-1,35.6598766,139.7396837,1,
港区,23-2,35.655596,139.7435499,1,
港区,23-3,35.655761,139.7441757,1,
港区,23-4,35.6558307,139.7399279,1,
港区,23-5,35.6568449,139.7409193,1,
港区,23-6,35.6553148,139.7411334,1,
港区,23-7,35.6583093,139.7388844,1,
港区,23-8,35.6549111,139.7436822,1,
港区,24-1,35.6558846,139.7369502,1,
港区,24-2,35.6544823,139.7300131,1,
港区,24-3,35.6557813,139.7303041,1,
港区,24-4,35.6571328,139.7315203,1,
港区,24-5,35.6576333,139.7310349,1,
港区,24-6,35.6585784,139.7310727,1,
港区,24-7,35.6582094,139.7292877,1,
港区,25-1,35.6509753,139.7358154,1,
港区,25-2,35.6499948,139.7358445,1,
港区,25-3,35.6508601,139.73641,1,
港区,25-4,35.6510152,139.7370894,1,
港区,25-5,35.6469261,139.7364128,1,
港区,25-6,35.6546378,139.7354337,1,
港区,25-7,35.6544231,139.7353049,1,
港区,25-8,35.6541862,139.7374385,1,
港区,25-9,35.6496907,139.735862,1,
港区,26-1,35.6510493,139.7305406,1,
港区,26-2,35.6495503,139.7296369,1,
港区,26-3,35.649051,139.729821,1,
港区,26-4,35.6475942,139.7243058,1,
港区,26-5,35.6481444,139.7245796,1,
港区,26-6,35.646907,139.727773,1,
港区,26-7,35.6466261,139.7263763,1,
港区,26-8,35.6502908,139.7262008,1,
港区,27-1,35.6511098,139.7262072,1,
港区,27-2,35.6525694,139.7285693,1,
港区,27-3,35.6520212,139.7274025,1,
港区,27-4,35.6515472,139.7277216,1,
港区,27-5,35.6561823,139.7244583,1,
港区,27-6,35.6565895,139.7240025,1,
港区,27-7,35.6590605,139.7251148,1,
港区,27-8,35.656612,139.724488,1,
港区,28-1,35.6617923,139.7279978,1,
港区,28-2,35.6596533,139.7199532,1,
港区,28-3,35.6639446,139.7199268,1,
港区,28-4,35.660912,139.7267964,1,
港区,28-5,35.6641707,139.7201507,1,
港区,28-6,35.6603272,139.7187841,1,
港区,28-7,35.6604095,139.7195757,1,
港区,29-1,35.656255,139.7223148,1,
港区,29-2,35.6566827,139.7224251,1,
港区,29-3,35.6561874,139.7209623,1,
港区,29-4,35.6573725,139.7212843,1,
港区,29-5,35.6563081,139.7206062,1,
港区,29-6,35.6586849,139.7134677,1,
港区,29-7,35.6582239,139.7147686,1,
港区,30-1,35.6773496,139.7350017,1,
港区,30-2,35.676232,139.733722,1,
港区,30-3,35.673931,139.7338,1,
港区,30-4,35.6733141,139.73232,1,
港区,30-5,35.6749083,139.7315053,1,
港区,30-6,35.672732,139.7340169,1,
港区,30-7,35.6733239,139.7341189,1,
港区,31-1,35.6686022,139.7419035,1,
港区,31-2,35.6709227,139.7334328,1,
港区,31-3,35.6706502,139.7372176,1,
港区,31-4,35.6700198,139.737833,1,
港区,31-5,35.6694557,139.7377836,1,
港区,31-6,35.6690278,139.73792,1,
港区,31-7,35.6674513,139.7360189,1,
港区,31-8,35.6708803,139.7372212,1,
港区,32-1,35.6740332,139.7286611,1,
港区,32-2,35.6688702,139.7312295,1,
港区,32-3,35.667959,139.7273319,1,
港区,32-4,35.6688853,139.7304,1,
港区,32-5,35.6685009,139.7298709,1,
港区,32-6,35.6674216,139.7329043,1,
港区,32-7,35.6661882,139.7329667,1,
港区,32-8,35.6744691,139.7299259,1,
港区,33-1,35.6732736,139.7262204,1,
港区,33-2,35.6719828,139.72595,1,
港区,33-3,35.6709927,139.7250802,1,
港区,33-4,35.6702581,139.7238781,1,
港区,33-5,35.6700287,139.7250326,1,
港区,33-6,35.6727221,139.7245526,1,
港区,33-7,35.6688327,139.7269531,1,
港区,34-1,35.6722033,139.7241218,1,
港区,34-2,35.6692974,139.721201,1,
港区,34-3,35.6699505,139.7186426,1,
港区,34-4,35.669133,139.7183627,1,
港区,34-5,35.6735838,139.723469,1,
港区,34-6,35.6750315,139.7215504,1,
港区,34-7,35.6729121,139.7211406,1,
港区,35-1,35.6631698,139.716483,1,
港区,35-2,35.668319,139.715562,1,
港区,35-3,35.6635694,139.7165752,1,
港区,35-4,35.663942,139.715898,1,
港区,35-5,35.6629801,139.7161234,1,
港区,35-6,35.6631561,139.7201024,1,
港区,35-7,35.6593871,139.7176009,1,
港区,35-8,35.6650477,139.7204705,1,
港区,36-1,35.6694795,139.7160468,1,
港区,36-2,35.667815,139.7146909,1,
港区,36-3,35.6667867,139.7137895,1,
港区,36-4,35.6686166,139.7153705,1,
港区,36-5,35.6667768,139.7130934,1,
港区,36-6,35.6670949,139.7120762,1,
港区,36-7,35.6647319,139.7119215,1,
港区,37-1,35.633324,139.7771181,1,
港区,37-2,35.633984,139.7765798,1,
港区,37-3,35.6325283,139.777708,1,
港区,37-4,35.630412,139.7773941,1,
港区,37-5,35.6299323,139.7767891,1,
港区,37-6,35.6305163,139.7772662,1,
港区,37-7,35.6296823,139.7780193,1,
港区,38-1,35.6379033,139.7467162,1,
港区,38-2,35.6376443,139.7456819,1,
港区,38-3,35.6394709,139.7462543,1,
港区,38-4,35.6404075,139.7474991,1,
港区,38-5,35.6418039,139.7461528,1,
港区,38-6,35.6406086,139.7480296,1,
港区,38-7,35.6388547,139.7488164,1,
港区,38-8,35.6416367,139.7450417,1,
港区,39-1,35.6324795,139.7451615,1,
港区,39-2,35.6354541,139.7463091,1,
港区,39-3,35.629074,139.7417909,1,
港区,39-4,35.6270976,139.7446312,1,
港区,39-5,35.6253254,139.7446935,1,
港区,39-6,35.6281253,139.7430266,1,
港区,39-7,35.6249751,139.7412318,1,
港区,40-1,35.6382419,139.7513091,1,
港区,40-2,35.6386813,139.749857,1,
港区,40-3,35.6405643,139.752767,1,
港区,40-4,35.6395501,139.7501153,1,
港区,40-5,35.6388997,139.7501115,1,
港区,40-6,35.6398917,139.7539452,1,
港区,40-7,35.6395968,139.7553258,1,
港区,40-8,35.6393942,139.7532762,1,
港区,41-1,35.6338288,139.7504058,1,
港区,41-2,35.6334235,139.7500606,1,
港区,41-3,35.6315749,139.750139,1,
港区,41-4,35.6317748,139.7469643,1,
港区,41-5,35.6317125,139.748558,1,
